,Actual,Predicted
995,74001182,92546148.49024962
996,70145964,92546148.49024962
997,79514482,92546148.49024962
998,81525207,92546148.49024962
999,59301187,92546148.49024962
1000,62821390,92546148.49024962
1001,64116350,92546148.49024962
1002,62308818,92546148.49024962
1003,63370608,92546148.49024962
1004,76714222,92546148.49024962
1005,80651767,92546148.49024962
1006,119355013,92546148.49024962
1007,112177004,92546148.49024962
1008,67443518,92546148.49024962
1009,78891136,92546148.49024962
1010,83548633,92546148.49024962
1011,72020042,92546148.49024962
1012,59515114,92546148.49024962
1013,54322995,92546148.49024962
1014,66761636,92546148.49024962
1015,78010204,92546148.49024962
1016,102694576,92546148.49024962
1017,99879070,92546148.49024962
1018,86927194,92546148.49024962
1019,88490999,92546148.49024962
1020,65034318,92546148.49024962
1021,67142193,92546148.49024962
1022,70988067,92546148.49024962
1023,80873381,92546148.49024962
1024,87397613,92546148.49024962
1025,93983930,92546148.49024962
1026,80729240,92546148.49024962
1027,86726285,92546148.49024962
1028,68113270,92546148.49024962
1029,56303160,92546148.49024962
1030,66289529,92546148.49024962
1031,83087063,92546148.49024962
1032,142628874,92546148.49024962
1033,86291923,92546148.49024962
1034,62988787,92546148.49024962
1035,49632824,92546148.49024962
1036,50791784,92546148.49024962
1037,49611867,92546148.49024962
1038,47328988,92546148.49024962
1039,43268741,92546148.49024962
1040,80938892,92546148.49024962
1041,204491903,92546148.49024962
1042,161611931,92546148.49024962
1043,107653603,92546148.49024962
1044,80521751,92546148.49024962
1045,53993576,92546148.49024962
1046,66575292,92546148.49024962
1047,57544757,92546148.49024962
1048,68802354,92546148.49024962
1049,69282505,92546148.49024962
1050,165228710,92546148.49024962
1051,117309232,92546148.49024962
1052,204782763,92546148.49024962
1053,210521625,92546148.49024962
1054,155726016,92546148.49024962
1055,125405599,92546148.49024962
1056,120726109,92546148.49024962
1057,114440286,92546148.49024962
1058,126547455,92546148.49024962
1059,88852452,92546148.49024962
1060,66340650,92546148.49024962
1061,58011719,92546148.49024962
1062,89140722,92546148.49024962
1063,95890899,92546148.49024962
1064,62295857,92546148.49024962
1065,57896439,92546148.49024962
1066,37167621,92546148.49024962
1067,77986478,92546148.49024962
1068,58267196,92546148.49024962
1069,50810874,92546148.49024962
1070,81403569,92546148.49024962
1071,81455834,92546148.49024962
1072,96359173,92546148.49024962
1073,97563578,92546148.49024962
1074,104287559,92546148.49024962
1075,87752225,92546148.49024962
1076,89000158,92546148.49024962
1077,114083811,92546148.49024962
1078,131222978,92546148.49024962
1079,149340788,92546148.49024962
1080,118566146,92546148.49024962
1081,132216176,92546148.49024962
1082,72698055,92546148.49024962
1083,59551750,92546148.49024962
1084,76651210,92546148.49024962
1085,82666821,92546148.49024962
1086,64941012,92546148.49024962
1087,76825121,92546148.49024962
1088,109710749,92546148.49024962
1089,95423329,92546148.49024962
1090,85516534,92546148.49024962
1091,75699525,92546148.49024962
1092,73038805,92546148.49024962
1093,62287333,92546148.49024962
1094,67580494,92546148.49024962
1095,84565022,92546148.49024962
1096,81375460,92546148.49024962
1097,68335151,92546148.49024962
1098,94991429,92546148.49024962
